#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
   94349; 94434;19 13 13.67;-25 54 24.3; 5.79; 1.387
   94353; 94437;19 13 15.52;-12 16 57.0; 5.51; 1.442
   94392; 94477;19 13 42.70;+02 17 37.4; 5.14;-0.071
   94396; 94481;19 13 45.49;+39 08 45.5; 4.43;-0.150
   94405; 94490;19 13 55.16;+57 42 18.9; 5.00; 1.156
   94471; 94556;19 14 39.52;-45 11 36.4; 5.91; 0.902
   94535; 94620;19 15 17.34;+21 13 55.6; 5.65; 0.121
   94539; 94624;19 15 20.09;+15 05 01.2; 5.58; 1.067
   94545; 94630;19 15 24.84;+30 31 35.2; 5.88; 1.665
   94558; 94643;19 15 32.40;-25 15 23.8; 4.86; 0.569
   94562; 94648;19 15 33.29;+73 21 18.8; 4.45; 1.257
   94618; 94703;19 16 13.04;+21 23 25.6; 4.76;-0.058
   94627; 94712;19 16 21.74;-45 27 57.8; 5.38; 1.349
   94628; 94713;19 16 22.10;+38 08 01.4; 4.35; 1.258
   94635; 94720;19 16 26.78;+14 32 40.6; 5.65;-0.020
   94642; 94727;19 16 31.02;+04 50 05.4; 5.59; 0.101
   94694; 94779;19 17 06.11;+53 22 05.4; 3.80; 0.950
   94704; 94789;19 17 12.22;-66 39 39.7; 5.52; 0.170
   94735; 94820;19 17 38.09;-18 57 10.4; 4.88; 1.013
   94742; 94827;19 17 43.64;+23 01 32.0; 5.46; 0.020
   94749; 94834;19 17 49.00;+11 35 43.4; 5.28; 0.196
   94800; 94885;19 18 32.49;+01 05 06.3; 5.10; 1.143
   94899; 94982;19 19 39.35;+12 22 28.7; 5.53; 0.265
   94901; 94986;19 19 39.99;-35 25 17.1; 5.59;-0.122
   94953; 95038;19 20 16.00;+57 38 42.4; 5.91; 1.626
   94981; 95066;19 20 32.84;-05 24 57.1; 4.98; 0.937
   94988; 95073;19 20 35.68;-00 53 31.8; 5.46;-0.041
   94992; 95077;19 20 38.16;-22 24 09.4; 5.59; 0.276
   94996; 95081;19 20 40.07;+65 42 51.9; 4.60; 0.033
   95083; 95168;19 21 40.38;-17 50 50.1; 3.92; 0.228
   95091; 95176;19 21 43.62;-15 57 18.0; 4.52; 0.079
   95102; 95188;19 21 50.83;-18 18 29.4; 5.84; 1.062
   95137; 95222;19 22 21.51;-00 15 08.2; 5.81; 1.093
   95156; 95241;19 22 38.29;-44 27 32.1; 3.96;-0.085
   95175; 95260;19 22 50.88;+26 15 44.7; 5.22;-0.119
   95176; 95261;19 22 51.18;-54 25 25.4; 5.03; 0.020
   95209; 95294;19 23 13.06;-44 47 58.7; 4.27; 0.350
   95262; 95347;19 23 53.15;-40 36 56.3; 3.96;-0.105
   95267; 95352;19 23 56.49;+43 23 17.7; 5.85; 0.924
   95287; 95372;19 24 07.57;+29 37 16.7; 4.99;-0.120
   95362; 95447;19 24 57.77;+11 56 34.3; 5.17; 0.761
   95371; 95456;19 25 04.05;-29 18 33.2; 5.91; 1.278
   95392; 95477;19 25 16.45;-24 30 30.4; 5.02; 0.235
   95400; 95485;19 25 21.56;-13 53 50.2; 5.72; 1.372
   95413; 95498;19 25 28.54;+19 47 54.7; 5.14; 0.999
   95417; 95503;19 25 29.67;-23 57 44.7; 5.45; 1.442
   95418; 95501;19 25 29.75;+03 06 52.5; 3.36; 0.319
   95471; 95556;19 26 09.12;+36 19 04.3; 5.17;-0.120
   95472; 95557;19 26 11.03;-15 03 11.7; 5.71; 0.007
   95475; 95560;19 26 13.24;+20 05 52.2; 5.60;-0.006
   95479; 95564;19 26 19.13;-21 46 36.1; 5.57; 1.228
   95487; 95572;19 26 24.13;+13 01 25.2; 5.76; 0.456
   95497; 95582;19 26 28.69;+19 53 29.8; 5.84; 1.558
   95500; 95585;19 26 31.09;+00 20 18.9; 4.64; 0.576
   95534; 95619;19 26 56.47;-29 44 35.2; 5.66;-0.014
   95571; 95656;19 27 25.97;+52 19 13.8; 5.73;-0.002
   95605; 95690;19 27 48.12;-54 19 31.1; 5.70; 1.406
   95647; 95732;19 28 20.80;+02 55 48.2; 5.84;-0.003
   95686; 95771;19 28 42.41;+24 39 54.6; 4.44; 1.502
   95700; 95785;19 28 57.08;+24 46 07.3; 5.82; 1.023
   95708; 95793;19 29 00.99;+01 57 01.9; 5.79; 0.088
   95737; 95822;19 29 22.12;+14 35 45.9; 5.57; 1.050
   95738; 95823;19 29 23.77;-43 26 41.7; 5.70; 0.214
   95768; 95853;19 29 42.34;+51 43 46.1; 3.76; 0.148
   95780; 95865;19 29 52.17;-26 59 07.8; 5.46; 1.120
   95852; 95937;19 30 39.82;-02 47 19.9; 5.03; 1.770
   95862; 95947;19 30 43.29;+27 57 34.9; 3.05; 1.088
   95866; 95951;19 30 45.40;+27 57 55.0; 5.12;-0.095
   95914; 95999;19 31 10.94;-68 26 02.0; 5.98; 1.638
   95929; 96014;19 31 19.36;+50 18 23.7; 5.55; 1.274
   95931; 96016;19 31 21.61;+26 37 01.6; 5.89; 0.915
   95967; 96052;19 31 46.32;+34 27 10.7; 4.74;-0.150
   96015; 96100;19 32 20.59;+69 39 55.4; 4.67; 0.786
   96056; 96141;19 32 53.79;-53 11 08.2; 5.76; 0.300
   96093; 96178;19 33 21.63;-45 16 18.1; 5.59;-0.020
   96113; 96198;19 33 41.60;+49 15 44.4; 6.00; 1.545
   96144; 96229;19 34 05.23;+07 22 45.5; 4.45; 1.176
   96149; 96234;19 34 08.48;-40 02 04.7; 5.89; 0.105
   96173; 96258;19 34 19.76;+51 14 13.5; 5.71; 0.475
   96190; 96275;19 34 34.89;+19 46 24.2; 5.00;-0.093
   96203; 96288;19 34 41.26;+42 24 45.3; 5.34; 0.060
   96217; 96302;19 34 50.92;+29 27 46.5; 5.39; 0.581
   96243; 96327;19 35 07.25;-10 33 37.6; 5.12; 1.122
   96256; 96341;19 35 12.99;-48 05 56.8; 4.88; 1.096
   96321; 96406;19 36 01.65;-24 43 08.5; 5.64; 0.185
   96356; 96441;19 36 26.54;+50 13 13.7; 4.49; 0.395
   96374; 96459;19 36 38.05;+44 41 42.7; 5.17; 0.928
   96380; 96465;19 36 42.39;-24 53 00.8; 4.59;-0.075
   96383; 96468;19 36 43.28;-01 17 11.6; 4.36;-0.079
   96397; 96481;19 36 52.45;+11 16 23.5; 5.98; 0.881
   96398; 96483;19 36 53.45;-07 01 38.9; 4.93;-0.046
   96411; 96496;19 37 03.33;-18 13 51.7; 5.66; 1.237
   96430; 96516;19 37 17.38;+16 27 46.0; 5.67; 1.007
   96450; 96536;19 37 34.48;-14 18 05.2; 5.46; 0.501
   96470; 96556;19 37 47.26;-04 38 51.0; 5.45; 0.429
   96533; 96620;19 38 41.15;+54 58 24.2; 5.89; 0.482
   96578; 96665;19 39 11.64;+05 23 52.0; 5.18;-0.001
   96596; 96683;19 39 22.60;+30 09 11.6; 4.68; 0.971
   96605; 96693;19 39 26.47;+42 49 05.6; 5.41;-0.063
   96669; 96757;19 40 05.78;+18 00 50.2; 4.39; 0.777
   96672; 96760;19 40 07.15;-23 25 44.6; 5.97; 1.038
   96719; 96807;19 40 43.31;-00 37 16.7; 5.64; 0.123
   96720; 96808;19 40 43.34;-16 17 35.3; 5.30; 1.109
   96738; 96825;19 40 50.11;+45 31 28.7; 5.06; 0.426
   96749; 96837;19 41 02.93;+17 28 34.0; 4.39; 1.041
   96752; 96840;19 41 05.53;+13 48 56.5; 5.98;-0.078
   96807; 96895;19 41 49.09;+50 31 31.6; 5.99; 0.643
   96862; 96950;19 42 31.09;-16 07 26.3; 5.06; 0.319
   96869; 96957;19 42 34.01;+11 49 35.8; 5.28; 0.575
   96889; 96977;19 42 44.60;+32 25 36.3; 5.93; 0.118
   96975; 97063;19 43 33.45;-15 28 10.8; 5.49; 0.460
   96989; 97077;19 43 42.92;+25 46 18.7; 5.50; 0.939
   96993; 97081;19 43 45.08;+41 46 23.1; 5.86; 1.598
   97030; 97118;19 44 16.55;+37 21 15.4; 4.89; 0.948
   97033; 97122;19 44 18.40;+69 20 13.6; 5.90; 0.072
   97077; 97165;19 44 58.44;+45 07 50.5; 2.86;-0.002
   97141; 97229;19 45 39.92;+07 36 47.4; 5.89; 0.180
   97172; 97260;19 46 01.22;-31 54 30.7; 5.51; 0.024
   97191; 97278;19 46 15.57;+10 36 47.8; 2.72; 1.507
   97202; 97290;19 46 21.82;-19 45 39.2; 4.87; 1.061
   97207; 97295;19 46 25.58;+33 43 43.3; 5.00; 0.476
   97277; 97365;19 47 23.27;+18 32 03.3; 3.68; 1.313
   97288; 97376;19 47 27.78;+38 24 27.4; 5.83;-0.087
   97314; 97402;19 47 48.50;+25 23 02.8; 6.00; 0.993
   97333; 97421;19 48 01.10;-56 21 44.2; 5.33; 0.196
   97345; 97433;19 48 10.21;+70 16 04.2; 3.84; 0.888
   97384; 97473;19 48 42.05;+11 48 57.3; 5.75; 0.546
   97407; 97496;19 48 58.65;+19 08 31.1; 5.01; 0.095
   97410; 97499;19 49 02.19;-10 52 14.6; 6.00; 1.233
   97445; 97534;19 49 25.29;-72 30 12.3; 5.39; 0.234
   97509; 97598;19 50 14.05;-47 33 26.5; 5.91; 1.678
   97541; 97630;19 50 33.99;+38 43 19.8; 5.18; 1.665
   97545; 97634;19 50 37.33;+40 35 59.2; 5.68;-0.058
   97546; 97635;19 50 37.73;+52 59 17.4; 5.03; 1.286
   97557; 97646;19 50 44.78;-59 11 37.1; 5.41; 0.082
   97560; 97649;19 50 46.68;+08 52 02.6; 0.76; 0.221
   97561; 97650;19 50 46.80;-10 45 48.9; 5.38; 0.402
   97587; 97675;19 51 01.50;+10 24 57.8; 5.12; 0.563
   97590; 97679;19 51 04.09;+22 36 36.3; 4.90;-0.153
   97660; 97749;19 51 50.59;-39 52 27.6; 5.32;-0.045
   97668; 97757;19 51 59.07;+47 01 38.5; 5.60;-0.078
   97676; 97765;19 52 01.59;+24 59 31.8; 5.54; 0.680
   97686; 97774;19 52 07.17;+47 55 54.5; 5.91;-0.174
   97694; 97783;19 52 12.01;-19 02 41.5; 5.88; 0.979
   97715; 97804;19 52 28.36;+01 00 20.4; 3.87; 0.630
   97727; 97816;19 52 37.70;-54 58 15.7; 5.76; 0.915
   97781; 97870;19 53 17.37;+57 31 24.5; 5.14;-0.125
   97782; 97871;19 53 18.72;-03 06 52.2; 5.63; 0.231
   97797; 97886;19 53 27.68;+24 04 46.3; 4.57;-0.047
   97839; 97928;19 54 08.27;-08 34 27.0; 5.76; 1.664
   97849; 97938;19 54 14.82;+08 27 41.9; 4.71; 1.023
   97872; 97961;19 54 31.06;+24 19 09.8; 5.56;-0.018
   97877; 97966;19 54 37.65;-08 13 38.0; 5.70;-0.079
   97891; 97980;19 54 44.77;+00 16 25.2; 5.60; 0.098
   97896; 97985;19 54 48.24;+36 59 44.4; 5.79; 0.773
   97943; 98032;19 55 15.68;-41 52 06.3; 4.12; 1.063
   97947; 98036;19 55 18.77;+06 24 28.6; 3.71; 0.855
   97966; 98055;19 55 37.82;+52 26 20.5; 4.91; 0.124
   97977; 98066;19 55 50.23;-26 17 58.9; 4.70; 0.748
   97979; 98068;19 55 51.76;+38 29 12.1; 4.95;-0.086
   97984; 98073;19 55 55.39;+58 50 45.7; 4.98; 1.584
   97996; 98085;19 56 01.26;+16 38 05.3; 5.71; 0.903
   98014; 98103;19 56 14.23;+11 25 25.4; 5.28; 0.014
   98021; 98110;19 56 18.40;+35 05 00.6; 3.89; 1.019
   98073; 98162;19 56 56.82;-27 10 11.5; 4.54; 1.462
   98085; 98174;19 57 06.28;-58 54 04.7; 5.24; 0.014
   98105; 98194;19 57 13.86;+40 22 04.2; 5.46;-0.090
   98145; 98234;19 57 45.44;+16 47 20.8; 5.54;-0.048
   98169; 98258;19 57 57.02;-15 29 28.5; 5.01; 0.055
   98236; 98325;19 58 37.96;+30 59 01.2; 5.51;-0.060
   98243; 98332;19 58 41.18;-69 09 49.4; 5.74; 0.224
   98248; 98337;19 58 45.39;+19 29 31.5; 3.51; 1.571
   98264; 98353;19 58 57.18;-26 11 45.0; 4.84; 0.882
   98286; 98375;19 59 10.58;+23 06 04.6; 5.68; 0.345
   98294; 98383;19 59 20.42;+45 46 21.3; 5.92; 0.185
   98323; 98412;19 59 44.17;-35 16 34.5; 4.37;-0.150
   98327; 98416;19 59 47.49;-09 57 26.2; 5.87; 0.598
   98332; 98421;19 59 51.28;-34 41 51.5; 5.30; 0.170
   98336; 98425;19 59 55.20;+37 02 34.4; 5.15;-0.133
   98349; 98438;20 00 03.31;+17 30 59.5; 5.33; 1.576
   98372; 98461;20 00 15.92;-37 42 06.2; 5.95; 0.989
   98381; 98470;20 00 20.16;-33 42 09.9; 5.65; 0.498
   98389; 98478;20 00 23.11;-66 56 56.0; 5.75; 1.033
   98406; 98495;20 00 35.39;-72 54 36.7; 3.97;-0.032
   98423; 98512;20 00 48.32;-45 06 46.6; 5.80; 0.295
   98437; 98526;20 00 58.97;+08 33 28.0; 5.90; 1.529
   98454; 98543;20 01 06.01;+27 45 12.8; 4.66; 0.184
   98482; 98571;20 01 21.55;+50 06 16.8; 5.06; 1.122
   98494; 98583;20 01 28.53;+64 49 15.6; 5.22; 1.598
   98519; 98609;20 01 44.71;+24 48 01.5; 5.88;-0.134
   98520; 98608;20 01 44.72;-59 22 33.0; 4.95; 1.356
   98535; 98624;20 01 52.40;-66 56 37.7; 5.32; 1.218
   98544; 98633;20 01 58.58;-13 38 14.1; 5.69; 0.079
   98547; 98636;20 02 01.37;+24 56 16.3; 5.23; 0.374
   98598; 98688;20 02 39.46;-27 42 35.6; 4.43; 1.640
   98612; 98702;20 02 49.05;+67 52 24.4; 4.51; 1.313
   98649; 98738;20 03 16.39;+18 30 03.7; 5.99; 1.420
   98665; 98754;20 03 30.01;+16 01 52.6; 5.73;-0.095
   98672; 98761;20 03 33.41;-37 56 25.8; 4.77; 1.417
   98678; 98767;20 03 36.95;+29 53 53.1; 5.73; 0.749
   98730; 98819;20 04 06.47;+17 04 16.2; 5.80; 0.600
   98734; 98823;20 04 08.31;+07 16 40.6; 5.51; 1.063
   98753; 98842;20 04 19.56;-32 03 22.6; 4.99; 1.208
   98755; 98844;20 04 23.15;-00 42 32.5; 5.67; 1.301
   98774; 98863;20 04 36.18;+32 13 07.0; 5.62; 0.760
   98831; 98920;20 05 09.47;+19 59 27.2; 5.09; 1.058
   98873; 98962;20 05 32.73;+61 59 42.9; 5.40; 1.191
   98937; 99026;20 06 13.64;+53 09 54.2; 5.81; 0.445
   98942; 99031;20 06 21.93;+35 58 24.7; 5.38; 0.850
   98991; 99080;20 06 53.40;+23 36 51.9; 5.08;-0.162
   99031; 99120;20 07 23.17;-52 52 50.9; 4.93; 1.591
   99082; 99171;20 08 01.75;-00 40 40.9; 5.97; 1.023
   99151; 99240;20 08 41.86;-66 10 45.6; 3.55; 0.751
   99166; 99255;20 08 53.32;+77 42 40.9; 4.38;-0.046
   99214; 99303;20 09 25.62;+36 50 22.5; 4.93;-0.139
   99315; 99404;20 10 33.52;+26 54 14.9; 5.51; 0.087
   99371; 99461;20 11 11.61;-36 05 50.6; 5.32; 0.868
   99384; 99473;20 11 18.26;-00 49 17.3; 3.24;-0.066
   99410; 99500;20 11 34.74;+62 04 42.1; 5.70; 0.530
   99428; 99518;20 11 47.97;+26 48 32.5; 5.51; 1.397
   99441; 99531;20 12 00.70;+26 28 43.8; 5.91;-0.107
   99482; 99572;20 12 25.76;-12 37 01.3; 5.84; 0.476
   99541; 99631;20 13 13.87;-01 00 33.4; 5.44; 1.430
   99549; 99639;20 13 18.04;+46 48 56.4; 4.80; 0.100
   99565; 99655;20 13 23.80;+56 34 03.1; 4.28; 0.114
   99573; 99663;20 13 27.57;+60 38 25.6; 5.81; 1.476
   99585; 99675;20 13 37.90;+46 44 28.8; 3.80; 1.270
   99648; 99738;20 14 14.52;+28 41 41.5; 5.19; 0.191
   99652; 99742;20 14 16.59;+15 11 50.9; 4.94; 0.072
   99657; 99747;20 14 19.01;-52 26 44.3; 5.65; 1.497
   99680; 99770;20 14 31.98;+36 48 22.1; 4.93; 0.151
   99734; 99824;20 15 15.89;+25 35 31.1; 4.79;-0.181
   99736; 99825;20 15 16.58;-27 01 57.1; 5.73; 0.878
   99752; 99841;20 15 23.79;+33 43 45.7; 5.70; 0.926
   99758; 99848;20 15 28.32;+47 42 51.1; 3.96; 1.451
   99763; 99853;20 15 30.24;+23 30 32.1; 5.18; 1.016
   99784; 99874;20 15 46.16;+27 48 51.2; 4.50; 1.258
   99799; 99889;20 16 00.61;+45 34 46.8; 5.87; 0.447
   99861; 99951;20 16 47.08;+24 40 16.1; 5.30; 0.951
   99878; 99968;20 16 55.28;+40 21 54.3; 5.27; 1.650
   99927;100017;20 17 30.63;+66 51 10.7; 5.91; 0.602
   99937;100027;20 17 38.86;-12 30 29.6; 4.30; 0.928
   99954;100044;20 17 47.20;+38 01 58.6; 4.77; 0.377
   99972;100062;20 18 01.38;-21 48 35.6; 5.86; 1.002
   99974;100064;20 18 03.22;-12 32 41.5; 3.58; 0.883
   99979;100069;20 18 06.99;+40 43 55.6; 5.83; 0.073
  100007;100097;20 18 24.76;+55 23 49.8; 5.76; 0.118
  100018;100108;20 18 28.63;+36 59 59.1; 5.58; 0.056
  100032;100122;20 18 39.07;+34 58 58.0; 5.14; 0.660
  100106;100195;20 19 23.60;-19 07 06.6; 5.28; 1.394
  100131;100221;20 19 36.70;+62 15 26.7; 5.71;-0.043
  100166;100256;20 20 00.19;+13 32 53.2; 5.96; 0.299
  100172;100261;20 20 05.98;+68 52 48.9; 5.59; 1.472
  100187;100276;20 20 21.40;+17 47 34.8; 5.82; 1.500
  100221;100310;20 20 39.81;-12 45 32.6; 4.77;-0.047
  100256;100345;20 21 00.65;-14 46 53.0; 3.05; 0.790
  100268;100357;20 21 11.52;+63 58 48.3; 5.69; 1.561
  100346;100435;20 22 03.43;+24 26 46.0; 5.50;-0.090
  100348;100437;20 22 05.35;+45 47 41.6; 5.58; 1.077
  100365;100453;20 22 13.70;+40 15 24.1; 2.23; 0.673
  100380;100469;20 22 27.48;-42 02 57.7; 5.60; 0.002
  100412;100501;20 22 45.29;+41 01 34.1; 5.95; 1.632
  100452;100541;20 23 10.71;+05 20 35.1; 5.30; 0.983
  100485;100574;20 23 44.37;+37 28 35.2; 5.87;-0.173
  100497;100587;20 23 51.60;+32 11 24.7; 4.43; 1.331
  100501;100591;20 23 53.19;-42 25 22.5; 5.64; 0.201
  100649;100738;20 25 26.82;-28 39 47.8; 5.86; 1.101
  100662;100751;20 25 38.85;-56 44 05.6; 1.94;-0.118
  100665;100754;20 25 40.52;+21 24 34.8; 5.68; 0.921
  100770;100859;20 27 02.21;+49 22 59.6; 5.73; 0.339
  100792;100881;20 27 19.20;-18 12 42.1; 5.08;-0.049
  100818;100907;20 27 34.27;+38 26 25.9; 5.63; 0.072
  100876;100965;20 28 14.45;+81 25 21.6; 5.38; 1.010
  100938;101027;20 28 51.62;-17 48 49.2; 4.77; 0.386
  100978;101067;20 29 20.39;+36 27 17.0; 5.90; 0.407
  100987;101076;20 29 23.73;+30 22 06.8; 4.01; 0.404
  100994;101084;20 29 27.11;+56 04 05.4; 5.89;-0.052
  100995;101082;20 29 27.31;+81 05 26.7; 5.96; 0.942
  101004;101093;20 29 34.83;+62 59 38.9; 4.21; 0.199
  101012;101101;20 29 38.96;-02 53 07.7; 4.91; 1.160
  101034;101123;20 29 53.89;-18 34 58.7; 5.94; 0.062
  101049;101138;20 30 03.53;+48 57 05.6; 4.94;-0.087
  101154;101243;20 31 18.81;+49 13 13.3; 5.44; 1.566
  101171;101260;20 31 30.40;+74 57 16.8; 5.18; 0.100
  101256;101345;20 32 23.51;-09 51 13.1; 5.66; 0.689
  101332;101421;20 33 12.76;+11 18 12.0; 4.03;-0.123
  101338;101427;20 33 17.61;-80 57 53.4; 5.76; 1.122
  101385;101474;20 33 54.19;+35 15 03.1; 4.61; 1.593
  101386;101475;20 33 54.84;+46 41 37.9; 5.78;-0.140
  101388;101477;20 33 55.06;-44 30 57.5; 5.12; 0.999
  101393;101483;20 33 57.00;+13 01 37.9; 5.39; 0.093
  101500;101589;20 35 18.51;+14 40 27.1; 4.64; 0.120
  101522;101612;20 35 34.77;-60 34 52.7; 4.75; 0.291
  101602;101692;20 36 43.63;-02 32 59.7; 4.91; 1.606
  101626;101716;20 37 04.66;+26 27 43.1; 5.59;-0.050
  101679;101769;20 37 32.87;+14 35 42.7; 3.64; 0.425
  101682;101772;20 37 33.99;-47 17 30.0; 3.11; 0.998
  101683;101773;20 37 35.24;-61 31 47.1; 4.86; 0.447
  101709;101800;20 37 49.10;+11 22 39.7; 5.42; 0.050
  101752;101843;20 38 18.60;-81 17 20.3; 5.89; 1.692
  101756;101847;20 38 20.27;-01 06 18.3; 4.31; 0.949
  101776;101867;20 38 31.29;+21 12 04.2; 4.81;-0.030
  101777;101868;20 38 31.91;+24 06 57.5; 5.06;-0.133
  101779;101870;20 38 34.99;+23 40 49.8; 5.91; 0.953
  101790;101882;20 38 43.98;+13 18 54.5; 5.69; 1.509
  101807;101899;20 38 59.54;+30 20 03.9; 5.68; 1.088
  101817;101909;20 39 04.97;+15 50 17.6; 5.99;-0.145
  101824;101916;20 39 07.59;+10 05 10.1; 5.07; 0.702
  101831;101923;20 39 16.32;-14 57 17.0; 5.24;-0.129
  101844;101936;20 39 24.83;+00 29 11.4; 5.15; 1.060
  101866;101958;20 39 38.25;+15 54 43.4; 3.77;-0.057
  101891;101983;20 40 02.27;-60 32 51.0; 5.11; 0.544
  101892;101984;20 40 02.96;-18 08 19.0; 5.15; 1.647
  101894;101986;20 40 03.22;+43 27 32.5; 5.97; 1.186
  101921;102014;20 40 19.81;-33 25 54.9; 5.47; 1.118
  101933;102026;20 40 32.56;-16 07 27.7; 5.79; 0.997
  101973;102066;20 41 02.54;+32 18 26.3; 5.53; 0.871
  101998;102092;20 41 23.58;-31 35 53.3; 5.75; 1.551
  102004;102098;20 41 25.91;+45 16 49.2; 1.25; 0.092
  102061;102155;20 41 56.50;+41 43 00.7; 5.68;-0.107
  102063;102157;20 41 57.06;-66 45 38.3; 5.14;-0.061
  102068;102162;20 42 02.52;-76 10 50.0; 5.99; 0.450
  102083;102177;20 42 12.63;+50 20 24.1; 5.41;-0.107
  102114;102208;20 42 35.10;+82 31 52.0; 5.75; 0.000
  102159;102253;20 43 10.98;+66 39 26.5; 5.59; 0.218
  102187;102281;20 43 27.55;+15 04 28.9; 4.43; 0.302
  102239;102333;20 44 02.19;-51 55 15.0; 4.51; 0.278
  102264;102358;20 44 22.04;+56 29 18.3; 5.91; 1.643
  102294;102388;20 44 52.52;+25 16 15.8; 4.92; 1.183
  102301;102395;20 44 57.56;-66 12 11.7; 3.42; 0.163
  102328;102422;20 45 17.27;+61 50 12.5; 3.41; 0.912
  102337;102431;20 45 21.20;+57 34 49.1; 4.52; 0.535
  102359;102453;20 45 39.76;+30 43 10.8; 4.22; 1.051
  102391;102485;20 46 05.77;-25 16 13.9; 4.13; 0.426
  102393;102487;20 46 09.97;-21 30 50.4; 5.91; 0.066
  102394;102488;20 46 12.43;+33 58 10.0; 2.48; 1.021
  102403;102497;20 46 20.03;-39 11 57.1; 5.48;-0.078
  102437;102531;20 46 38.87;+16 07 28.6; 5.15; 0.495
  102438;102532;20 46 39.52;+16 07 29.2; 4.27; 1.042
  102477;102571;20 47 10.72;+34 22 26.8; 4.93; 1.294
  102495;102589;20 47 24.53;+36 29 26.7; 4.53;-0.083
  102505;102599;20 47 33.56;+80 33 08.5; 5.36; 1.144
  102524;102618;20 47 40.53;-09 29 44.5; 3.78; 0.000
  102530;102624;20 47 44.24;-05 01 39.4; 4.43; 1.639
  102539;102633;20 47 48.33;+06 00 29.7; 5.57;-0.010
  102541;102635;20 47 49.29;+47 49 54.9; 5.60; 1.466
  102599;102693;20 48 29.00;-43 59 17.8; 5.11; 0.361
  102630;102724;20 48 56.29;+46 06 50.9; 4.81; 0.571
  102678;102772;20 49 17.61;-25 46 52.3; 5.86;-0.069
  102679;102773;20 49 18.28;-68 46 35.0; 5.41; 1.122
  102696;102790;20 49 28.93;-46 13 36.8; 4.90; 1.494
  102737;102831;20 49 58.08;-33 46 46.8; 4.89; 1.004
  102750;102843;20 50 04.83;+44 03 32.3; 5.06; 0.198
  102797;102891;20 50 41.70;-12 32 41.0; 5.87; 1.075
  102822;102916;20 51 00.76;-37 54 47.8; 5.52; 1.380
  102851;102945;20 51 25.69;-05 37 35.9; 5.99; 0.464
  102855;102949;20 51 28.24;+28 15 01.9; 5.66; 0.616
  102856;102950;20 51 30.05;-51 36 29.4; 5.06; 1.125
  102868;102962;20 51 38.40;-62 25 45.2; 5.67; 0.203
  102884;102978;20 51 49.30;-26 55 08.9; 4.12; 1.633
  102910;103004;20 52 07.73;+27 05 49.7; 4.56; 0.835
  102911;103005;20 52 08.69;-05 30 25.4; 5.55;-0.076
  102951;103045;20 52 39.21;-08 58 59.7; 4.73; 0.325
  102995;103089;20 53 14.75;+44 23 14.2; 4.80;-0.134
  103000;103094;20 53 18.56;+45 10 54.1; 5.48; 1.088
  103033;103127;20 53 40.15;-39 48 34.7; 5.34; 1.318
  103051;103145;20 53 53.91;+33 26 16.1; 5.47; 1.522
  103106;103200;20 54 33.64;+28 03 27.5; 5.03; 1.481
  103125;103219;20 54 44.28;+75 55 31.7; 5.99; 0.946
  103132;103226;20 54 47.85;-17 55 22.3; 5.78; 1.122
  103133;103227;20 54 48.58;-58 27 14.7; 3.67; 1.250
  103200;103294;20 55 36.68;+13 43 17.6; 5.19; 1.119
  103204;103298;20 55 38.55;+12 34 06.6; 5.54; 0.131
  103218;103312;20 55 49.81;+47 25 03.6; 5.68; 0.408
  103265;103359;20 56 25.44;+50 43 43.1; 5.83; 0.337
  103266;103360;20 56 25.89;+49 11 45.0; 5.92; 1.054
  103277;103371;20 56 34.78;+44 55 29.0; 5.96; 0.020
  103295;103389;20 56 47.27;-26 17 46.4; 5.70; 0.507
  103307;103401;20 56 54.03;-09 41 51.1; 5.49; 1.474
  103319;103413;20 57 10.41;+41 10 01.9; 3.94; 0.027
  103366;103460;20 57 40.61;-16 01 53.6; 5.89; 0.180
  103417;103511;20 58 16.35;+22 19 33.3; 5.30; 1.419
  103425;103519;20 58 19.38;+44 28 17.5; 5.55; 0.973
  103433;103527;20 58 25.96;+10 50 21.7; 5.51; 0.934
  103436;103530;20 58 30.03;+50 27 42.4; 5.59;-0.144
  103451;103545;20 58 41.87;-14 28 59.1; 5.95; 0.244
